"EU TB","EU Imports","EU Exports","China TB","China Imports","China Exports","China Export Prices","China Import Prices","DE Exports in T","DE Imports in T","DE TB","DE Export Prices","DE Import Prices","US TB","US Exports","US Imports","US Export Prices","US Import Prices","FR TB","FR Imports","FR Exports","FR Export Prices","FR Import Prices","GP Imports","GB Exports","GB Import Prices","GB Export Prices","GB Trade Balance","IT Exports","IT Imports","IT Trade Balance","IT Import Prices","IT Export Prices","JP TB","JP Imports","JP Exports","JP Export Prices","JP Import Prices","NL Exports","NL Imports","NL TB","NL Export Prices","NL Import Prices","Canada Exports","Canada Imports","Canada TB","Canada Import Prices","Canada Export Prices","Korea Exports","Korea Imports","Korea Export Prices","Korea Import Prices","Korea TB","HK Exports","HK Imports","HK TB","MX Exports","MX Imports","MX TB"
NA,NA,NA,-4.75e+08,2.175e+09,1.7e+09,NA,NA,NA,NA,1.6e+09,65.62,85.11,-1.48e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05787e+11,2.558e+12,2.664e+12,190.7,170.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.783e+09,2.328e+09,83.88,43.4,-544874000,9.172e+09,1.1398e+10,-2.226e+09,NA,NA,NA
NA,NA,NA,-5.35e+08,1.843e+09,1.308e+09,NA,NA,NA,NA,8e+08,65.91,86.4,-1.35e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1717e+11,2.659e+12,2.777e+12,193.9,174.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.769e+09,2.22e+09,84.62,43.48,-451175000,1.0302e+10,1.1737e+10,-1.436e+09,NA,NA,NA
NA,NA,NA,-8.9e+07,1.961e+09,1.872e+09,NA,NA,NA,NA,9e+08,66.28,87.51,-1.27e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33577e+11,2.681e+12,2.814e+12,196.2,176.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94e+09,2.197e+09,84.95,43.42,-257204000,1.0097e+10,1.1441e+10,-1.344e+09,NA,NA,NA
NA,NA,NA,5.13e+08,1.454e+09,1.967e+09,NA,NA,NA,NA,1.8e+09,66.84,88.89,3.8e+08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04436e+11,2.741e+12,2.946e+12,199.6,179.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.934e+09,2.406e+09,85.05,43.06,-472173000,1.0744e+10,1.2314e+10,-1.57e+09,NA,NA,NA
NA,NA,NA,1.22e+08,1.86e+09,1.982e+09,NA,NA,NA,NA,7e+08,67.4,90.36,-3.01e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.70881e+11,2.669e+12,2.94e+12,201.2,180.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.773e+09,2.12e+09,85.13,43.09,-346900000,1.0951e+10,1.1262e+10,-3.11e+08,NA,NA,NA
NA,NA,NA,4.7e+08,1.558e+09,2.028e+09,NA,NA,NA,NA,1.3e+09,67.4,88.98,-5.2e+08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.98999e+11,2.61e+12,2.909e+12,199.6,178.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.881e+09,1.994e+09,84.5,42.93,-112514000,1.1495e+10,1.171e+10,-2.15e+08,NA,NA,NA
NA,NA,NA,6.55e+08,1.484e+09,2.139e+09,NA,NA,NA,NA,2.1e+09,67.31,87.78,-2.92e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15151e+11,2.629e+12,3.044e+12,199.9,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.061e+09,2.014e+09,84.18,42.83,46507000,1.1225e+10,1.2073e+10,-8.48e+08,NA,NA,NA
NA,NA,NA,2.22e+08,1.766e+09,1.988e+09,NA,NA,NA,NA,1.9e+09,67.31,87.32,-2.36e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21026e+11,2.719e+12,2.84e+12,196.7,176.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.564e+09,1.993e+09,83.82,42.75,-428765000,1.0984e+10,1.2497e+10,-1.514e+09,NA,NA,NA
NA,NA,NA,5.63e+08,1.909e+09,2.472e+09,NA,NA,NA,NA,2.2e+09,67.4,87.51,1.3e+08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.315e+10,2.668e+12,2.721e+12,194.7,172.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.941e+09,2.835e+09,84.17,42.92,-893907000,1.17e+10,1.3017e+10,-1.316e+09,NA,NA,NA
NA,NA,NA,294160000,1.437e+09,1.731e+09,NA,NA,NA,NA,1.8e+09,68.34,88.24,-2.9e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84578e+11,2.733e+12,3.018e+12,196.7,174.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.505e+09,1.864e+09,85.32,43.34,-359251000,9.558e+09,1.0023e+10,-4.65e+08,NA,NA,NA
NA,NA,NA,115550000,1.486e+09,1.601e+09,NA,NA,NA,NA,2.1e+09,68.71,88.98,1.4e+08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07941e+11,2.751e+12,2.859e+12,200.4,180.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.587e+09,1.773e+09,85.7,43.54,-185689000,8.29e+09,1.122e+10,-2.93e+09,NA,NA,NA
NA,NA,NA,348220000,1.513e+09,1.861e+09,NA,NA,NA,NA,2.5e+09,68.99,88.7,-4.6e+08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8725e+10,2.809e+12,2.908e+12,202.2,182.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.787e+09,2.1e+09,85.89,43.54,-312453000,1.0291e+10,1.2178e+10,-1.887e+09,NA,NA,NA
NA,NA,NA,-156590000,1.814e+09,1.658e+09,NA,NA,NA,NA,1.8e+09,69.27,88.43,1.32e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20172e+11,2.821e+12,2.941e+12,203.3,185.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.809e+09,2.208e+09,86.38,43.98,-398752000,1.013e+10,1.2302e+10,-2.172e+09,NA,NA,NA
NA,NA,NA,226560000,1.625e+09,1.851e+09,NA,NA,NA,NA,2.6e+09,69.08,87.41,-1.32e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.09016e+11,2.594e+12,2.803e+12,198.4,180.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.938e+09,1.768e+09,86.33,43.75,169974000,1.0614e+10,1.134e+10,-7.26e+08,NA,NA,NA
NA,NA,NA,258300000,1.629e+09,1.887e+09,NA,NA,NA,NA,2.3e+09,69.18,88.15,-1.33e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07833e+11,2.62e+12,2.828e+12,203.8,185.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.848e+09,2.117e+09,87.68,44.34,-269204000,1.0404e+10,1.1714e+10,-1.309e+09,NA,NA,NA
NA,NA,NA,265130000,1.466e+09,1.731e+09,NA,NA,NA,NA,2e+09,69.27,88.43,-7.2e+08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81241e+11,2.727e+12,2.908e+12,205,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.848e+09,1.897e+09,88.37,44.3,-48404000,1.1258e+10,1.2376e+10,-1.117e+09,NA,NA,NA
NA,NA,NA,252750000,1.449e+09,1.702e+09,NA,NA,NA,NA,2e+09,69.36,88.61,-4.4e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6012e+10,2.749e+12,2.825e+12,203.8,191.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.818e+09,2.031e+09,87.67,44.19,-213838000,1.1355e+10,1.1583e+10,-2.28e+08,NA,NA,NA
NA,NA,NA,384540000,1.564e+09,1.948e+09,NA,NA,NA,NA,2.1e+09,69.55,89.16,-2.19e+09,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84074e+11,2.705e+12,2.889e+12,204.4,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08e+09,2.16e+09,87.11,43.87,-80656000,1.094e+10,1.1826e+10,-8.85e+08,NA,NA,NA
NA,NA,NA,105940000,1.66e+09,1.766e+09,NA,NA,NA,NA,1.7e+09,69.36,89.53,-3.42e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91188e+11,2.704e+12,2.895e+12,205.7,198.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.304e+09,1.905e+09,87.08,43.9,399024000,1.0702e+10,1.2218e+10,-1.516e+09,NA,NA,NA
NA,NA,NA,315930000,1.474e+09,1.79e+09,NA,NA,NA,NA,2.3e+09,69.36,89.72,-2.12e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5223e+10,2.846e+12,2.881e+12,202.2,196.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.406e+09,2.151e+09,86.4,43.75,-744699000,1.1088e+10,1.2199e+10,-1.112e+09,NA,NA,NA
NA,NA,NA,561880000,1.784e+09,2.345e+09,NA,NA,NA,NA,2.6e+09,69.27,88.15,-1.89e+09,NA,NA,NA,79.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43073e+11,2.584e+12,2.727e+12,194.2,185.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.923e+09,2.277e+09,85.94,43.73,-353499000,1.2887e+10,1.4045e+10,-1.158e+09,NA,NA,NA
NA,NA,NA,-57290000,1.583e+09,1.526e+09,NA,NA,NA,NA,2.3e+09,69.55,87.51,-1.8e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07022e+11,2.579e+12,2.786e+12,189.8,179.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.327e+09,1.748e+09,86.21,43.93,-420586000,1.0158e+10,1.1537e+10,-1.38e+09,NA,NA,NA
NA,NA,NA,-137730000,1.388e+09,1.25e+09,NA,NA,NA,NA,2.2e+09,69.74,87.32,-1.4e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.86018e+11,2.39e+12,2.776e+12,189.6,179.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.588e+09,2.072e+09,86.13,44.16,-484456000,9.004e+09,1.0166e+10,-1.162e+09,NA,NA,NA
NA,NA,NA,141550000,1.582e+09,1.724e+09,NA,NA,NA,NA,2.1e+09,69.64,86.03,-1.74e+09,NA,NA,NA,77.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.77548e+11,2.438e+12,2.816e+12,189.8,175.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.898e+09,2.226e+09,86.55,43.91,-327822000,1.062e+10,1.244e+10,-1.82e+09,NA,NA,NA
NA,NA,NA,-65420000,1.756e+09,1.691e+09,NA,NA,NA,NA,1.7e+09,69.83,86.12,-2.98e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.59202e+11,2.344e+12,2.804e+12,189.8,173.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.895e+09,1.783e+09,87.83,43.06,111595000,1.1783e+10,1.3533e+10,-1.75e+09,NA,NA,NA
NA,NA,NA,287130000,1.693e+09,1.98e+09,NA,NA,NA,NA,1.7e+09,70.11,86.49,-4.95e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.11104e+11,2.303e+12,2.814e+12,188.8,168.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.988e+09,2.119e+09,88.08,43.28,-131579000,1.2261e+10,1.3933e+10,-1.671e+09,NA,NA,NA
NA,NA,NA,361900000,1.468e+09,1.83e+09,NA,NA,NA,NA,1.8e+09,70.21,87.32,-3.11e+09,NA,NA,NA,77.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.57708e+11,2.646e+12,2.904e+12,190.4,170.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.321e+09,2.215e+09,89.46,43.67,105658000,1.3309e+10,1.4481e+10,-1.172e+09,NA,NA,NA
NA,NA,NA,442470000,1.649e+09,2.092e+09,NA,NA,NA,NA,1.4e+09,70.39,88.15,-4.62e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.40051e+11,2.332e+12,2.872e+12,190.4,170.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.107e+09,2.062e+09,90.28,44.34,45216000,1.4571e+10,1.5184e+10,-6.12e+08,NA,NA,NA
NA,NA,NA,217170000,1.823e+09,2.04e+09,NA,NA,NA,NA,1.7e+09,70.67,89.72,-5.41e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05527e+11,2.467e+12,2.972e+12,191.6,173.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.061e+09,1.932e+09,91.06,44.91,128958000,1.4822e+10,1.5119e+10,-2.97e+08,NA,NA,NA
NA,NA,NA,-353290000,1.994e+09,1.64e+09,NA,NA,NA,NA,1.3e+09,70.95,90.27,-4.47e+09,NA,NA,85.7,77.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6432e+11,2.642e+12,3.006e+12,190.9,173.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.224e+09,2.247e+09,91.6,45.43,-22372000,1.4733e+10,1.5494e+10,-7.61e+08,NA,NA,NA
NA,NA,NA,-30590000,1.998e+09,1.968e+09,NA,NA,NA,NA,1.8e+09,70.86,89.35,-6.86e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2741e+11,2.497e+12,2.924e+12,188,168.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.644e+09,2.535e+09,91.09,45.51,109229000,1.6193e+10,1.7618e+10,-1.424e+09,NA,NA,NA
NA,NA,NA,-20110000,1.931e+09,1.911e+09,NA,NA,NA,NA,1.6e+09,70.95,90.46,-5.61e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.98311e+11,2.638e+12,3.036e+12,188.4,168.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.929e+09,2.354e+09,91.59,45.78,-424563000,1.6142e+10,1.7036e+10,-8.94e+08,NA,NA,NA
NA,NA,NA,55360000,2.471e+09,2.527e+09,NA,NA,NA,NA,1.6e+09,71.23,91.29,-5.24e+09,NA,NA,85.4,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.06693e+11,2.744e+12,3.15e+12,188.3,167.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.463e+09,2.899e+09,92.23,46.05,-436446000,1.7141e+10,1.8925e+10,-1.784e+09,NA,NA,NA
NA,NA,NA,171460000,1.617e+09,1.788e+09,NA,NA,NA,NA,1.8e+09,71.79,92.67,-7.92e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.68444e+11,2.602e+12,3.07e+12,187.9,167.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.039e+09,2.454e+09,92.41,46.14,-414652000,1.6767e+10,1.5899e+10,8.68e+08,NA,NA,NA
NA,NA,NA,-53470000,1.682e+09,1.628e+09,NA,NA,NA,NA,2.5e+09,71.98,91.93,-8.81e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.85379e+11,2.714e+12,3.299e+12,189.1,167.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.998e+09,2.211e+09,92.85,45.98,-212677000,1.1915e+10,1.4748e+10,-2.833e+09,NA,NA,NA
NA,NA,NA,135870000,2.019e+09,2.155e+09,NA,NA,NA,NA,1.9e+09,72.17,91.29,-8.64e+09,NA,NA,85.9,78.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.96114e+11,2.69e+12,3.286e+12,186.1,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.283e+09,2.562e+09,92.78,45.95,-279125000,1.7156e+10,1.8144e+10,-9.88e+08,NA,NA,NA
NA,NA,NA,-14360000,1.982e+09,1.967e+09,NA,NA,NA,NA,1.7e+09,72.36,91.84,-1.018e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.60188e+11,2.463e+12,3.123e+12,186,163.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.318e+09,2.603e+09,93.45,46.16,-285077000,1.6539e+10,1.8529e+10,-1.99e+09,NA,NA,NA
NA,NA,NA,233720000,1.975e+09,2.209e+09,NA,NA,NA,NA,2e+09,72.73,93.31,-7.66e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.23012e+11,2.844e+12,3.368e+12,188.7,165.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.469e+09,2.855e+09,94.1,46.72,-385698000,1.8374e+10,1.8869e+10,-4.95e+08,NA,NA,NA
NA,NA,NA,275740000,1.84e+09,2.116e+09,NA,NA,NA,NA,6e+08,72.73,93.04,-7.19e+09,NA,NA,87.1,78.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2684e+11,2.654e+12,3.381e+12,190.2,165.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.783e+09,2.804e+09,94.29,46.63,-20724000,1.9141e+10,1.9378e+10,-2.38e+08,NA,NA,NA
NA,NA,NA,-43590000,2.106e+09,2.062e+09,NA,NA,NA,NA,1.6e+09,72.82,93.41,-1.194e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.92385e+11,2.754e+12,3.346e+12,193.9,167.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.474e+09,2.624e+09,95.29,46.65,-150450000,2.0137e+10,1.9816e+10,3.21e+08,NA,NA,NA
NA,NA,NA,258010000,1.992e+09,2.25e+09,NA,NA,NA,NA,2.5e+09,73.01,93.87,-8.5e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.86443e+11,3.027e+12,3.413e+12,193.7,167.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.321e+09,2.707e+09,95.85,46.5,-385447000,2.091e+10,1.9126e+10,1.784e+09,NA,NA,NA
NA,NA,NA,-371160000,2.373e+09,2.002e+09,NA,NA,NA,NA,2.6e+09,73.29,95.25,-9.96e+09,NA,NA,85.1,77.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.75399e+11,2.546e+12,3.421e+12,194.2,168.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.298e+09,2.423e+09,95.74,46.26,-124499000,1.9556e+10,1.8587e+10,9.69e+08,NA,NA,NA
NA,NA,NA,-144730000,2.351e+09,2.206e+09,NA,NA,NA,NA,3.7e+09,73.57,95.71,-8.29e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.365e+11,2.695e+12,3.531e+12,194.2,168.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.764e+09,2.447e+09,96.24,46.36,317259000,2.0369e+10,1.9628e+10,7.41e+08,NA,NA,NA
NA,NA,NA,-619930000,2.622e+09,2.003e+09,NA,NA,NA,NA,3.4e+09,73.57,95.25,-8.86e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.64004e+11,2.681e+12,3.545e+12,192.3,167.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.497e+09,2.364e+09,95.72,46.09,133409000,1.971e+10,1.9747e+10,-3.7e+07,NA,NA,NA
NA,NA,NA,-946550000,3.392e+09,2.445e+09,NA,NA,NA,NA,3.3e+09,73.66,95.71,-6.71e+09,NA,NA,84.2,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.23086e+11,2.657e+12,3.48e+12,193.3,167.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.001e+09,2.58e+09,96.15,46.19,421101000,2.0907e+10,2.0906e+10,1e+06,NA,NA,NA
NA,NA,NA,-904300000,2.506e+09,1.602e+09,NA,NA,NA,NA,2e+09,74.23,96.82,-8.74e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.76671e+11,2.681e+12,3.557e+12,196.5,172.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.643e+09,2.401e+09,99.06,47.4,-758022000,2.0124e+10,1.9119e+10,1.005e+09,NA,NA,NA
NA,NA,NA,-1.264e+09,2.768e+09,1.504e+09,NA,NA,NA,NA,2.8e+09,74.69,98.66,-9.98e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.84926e+11,2.849e+12,3.534e+12,198.4,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.804e+09,2.063e+09,98.73,47.4,-258755000,1.6817e+10,1.4966e+10,1.851e+09,NA,NA,NA
NA,NA,NA,-657080000,3.089e+09,2.432e+09,NA,NA,NA,NA,2.9e+09,74.97,98.94,-9.53e+09,NA,NA,84,75.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.72888e+11,2.842e+12,3.515e+12,197.5,173.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.347e+09,2.264e+09,98.73,47.48,82573000,1.7508e+10,1.9915e+10,-2.407e+09,NA,NA,NA
NA,NA,NA,-1.063e+09,3.048e+09,1.985e+09,NA,NA,NA,NA,3.3e+09,75.07,97.65,-1.055e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.68023e+11,2.862e+12,3.63e+12,194.7,171.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.366e+09,2.499e+09,99.45,47.82,-133028000,1.9159e+10,1.9798e+10,-6.39e+08,NA,NA,NA
NA,NA,NA,-1.264e+09,3.473e+09,2.209e+09,NA,NA,NA,NA,3.5e+09,75.25,97.09,-1.131e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.59983e+11,2.812e+12,3.772e+12,194.1,170.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.466e+09,2.758e+09,99.28,48.02,-292064000,2.0144e+10,1.9216e+10,9.28e+08,NA,NA,NA
NA,NA,NA,-1.45e+09,3.521e+09,2.072e+09,NA,NA,NA,NA,2.9e+09,75.16,96.17,-1.202e+10,NA,NA,84.4,75.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1e+12,2.487e+12,3.587e+12,192.3,167.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.689e+09,2.44e+09,99.4,48.02,248592000,1.9297e+10,1.9758e+10,-4.61e+08,NA,NA,NA
NA,NA,NA,-1.291e+09,3.542e+09,2.251e+09,NA,NA,NA,NA,3.3e+09,75.07,94.61,-9.3e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.59361e+11,2.595e+12,3.554e+12,189.4,163.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.476e+09,2.435e+09,99.39,47.99,40661000,2.0491e+10,1.8862e+10,1.629e+09,NA,NA,NA
NA,NA,NA,-1.282e+09,3.552e+09,2.271e+09,NA,NA,NA,NA,2.4e+09,74.88,93.04,-8.75e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.69945e+11,2.496e+12,3.465e+12,187.3,160.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.356e+09,2.44e+09,99.79,48.13,-84440000,2.08e+10,1.9116e+10,1.683e+09,NA,NA,NA
NA,NA,NA,-1.249e+09,3.571e+09,2.322e+09,NA,NA,NA,NA,3.4e+09,74.88,93.5,-1.412e+10,NA,NA,83.7,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.90113e+11,2.504e+12,3.394e+12,185.5,158.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.597e+09,2.413e+09,100.04,48.02,184385000,1.9267e+10,1.8177e+10,1.09e+09,NA,NA,NA
NA,NA,NA,-893290000,3.384e+09,2.491e+09,NA,NA,NA,NA,3.7e+09,74.41,91.47,-1.024e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.34652e+11,2.467e+12,3.402e+12,177.4,149.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.663e+09,2.613e+09,100.35,48.02,50654000,1.9598e+10,1.9966e+10,-3.69e+08,NA,NA,NA
NA,NA,NA,-1.371e+09,3.814e+09,2.443e+09,NA,NA,NA,NA,3.7e+09,74.32,91.1,-1.242e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.088e+12,2.275e+12,3.363e+12,172.6,144.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.069e+09,3.104e+09,100.05,48.28,-34453000,2.0174e+10,2.0333e+10,-1.59e+08,NA,NA,NA
